"id","name","status","city_id","zipcode","address","neighborhood","term","term_ended_at","term_status","execution_percentual","execution_end_at","type_of_education","type_of_project","type_of_work","work_classification","fnde_value","funded_by","document","entity_name","bidding_modality","bidding_number","bidding_homologated_at","contract_signed_at","contract_end_at","contract_value","inspected_at","inspection_status","observation","paid_value","paided_at","created_at","updated_at","latitude","longitude","deleted_at","clean_name","execution_start_at","schedule_image","visible","official_lat","official_long","geocoder_city","geocoder_address"
13298,"703239 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - BAEPENDI/MG",9,2659,37443000,"","","703239/2010","",2,0,"",1,19,3,1,"618222.3",1,"18008862000126","MUNICÍPIO DE BAEPENDI","","","","","","0","","","","","2018-05-31","2017-03-05 18:01:37.608799","2018-07-27 20:58:56.602829","-21.9897709","-44.813111","","","","","","-21.9897709","-44.813111","Baependi",""
24621,"EMEI Navegantes",8,1041,96075520,"Passeio Dois","Porto","4137/2013","2018-08-30",2,0,"2014-05-08",1,16,3,1,"1515462.9",1,"87455531000157","PREF MUN DE PELOTAS","","","","2013-11-08","","0","","","","405341.22","2018-05-31","2017-03-05 18:03:28.037973","2018-07-27 21:02:28.016062","-31.7701598","-52.3267792","","","2013-11-08","EMEI_Navegantes_-_Pelotas.png",True,"-31.7701598","-52.3267792","Pelotas","Rua Um"
1009365,"Filgueiras",9,2570,36048650,"Avenida Orlando Riani","Filgueiras                                                                                          ","11722/2014","2018-08-24",2,0,"",1,19,3,1,"1201737.61",1,"18338178000102","PREFEITURA DE JUIZ DE FORA","","","","","","","","","","","2018-05-31","2017-03-05 18:07:53.378017","2018-07-27 21:12:09.226936","-21.6680797","-43.3075143","","Filgueiras","","","","-21.6680797","-43.3075143","Juiz de Fora","Rua Orlando Riani"
1017907,"PAC 2 - CRECHE/PRÉ-ESCOLA  015 - Curitiba - PR",1,900,82110230,"Rua Antônio Petruzziello","Pilarzinho                                                                                          ","11117/2014","2019-03-30",2,22,"2018-09-29",1,5,3,1,"855938.92",1,"76417005000186","PREF MUN DE CURITIBA",6,"","2017-12-11","2017-12-11","2019-01-05","2643375.34","2018-07-02",1,"","171187.78","2018-05-31","2017-03-05 18:09:29.157396","2018-07-27 21:15:46.238055","-25.3889251","-49.2933062","","Vila Nori I","2017-12-11","",True,"-25.3889251","-49.2933062","Curitiba","Rua Antonio Petruzziello"
1001280,"Creche Proinfância 2015 - bairro Jardim Nova Era",9,162,26272140,"Rua Artur Moura","Jardim Nova Era                                                                                     ","5086/2013","2018-09-28",2,0,"2014-12-06",1,18,3,1,"2161238.47",1,"29138278000101","PREF MUN DE NOVA IGUACU","","","","2014-03-06","","","","","","515522.49","2018-05-31","2017-03-05 18:05:56.665305","2018-07-27 21:07:49.161539","-22.7629262","-43.5027702","","Creche Proinfância 2015   Bairro Jardim Nova Era","2014-03-06","","","-22.7629262","-43.5027702","Nova Iguaçu","Rua Artur Moura"
1001629,"PAC 2 - CRECHE/PRÉ-ESCOLA  003",1,313,37410000,"Rua da Chácara ","Feira de Gado                                                                                       ","5095/2013","2018-09-28",2,80,"2018-08-04",1,19,3,1,"1201737.61",1,"17955535000119","PREF MUN DE TRES CORACOES",3,"","2017-05-03","2017-05-05","2019-05-04","1120095.55","2018-07-04",1,"","961332.34","2018-05-31","2017-03-05 18:06:00.96993","2018-07-27 21:07:59.219992","-21.6978855","-45.244231","","PAC 2   Creche/Pré-escola  003","2017-05-05","","","-21.6978855","-45.244231","Três Corações","Rua da Chácara"
1017986,"AGROVILA SÃO TOMÉ - Presidente Juscelino - RN",1,3476,59245000,"AGROVILA SÃO TOMÉ","ZONA RURAL","34076/2014","2018-12-30",2,29,"2018-12-31",1,9,3,2,"227479.52",1,"8078412000156","PREF MUN DE SERRA CAIADA (Presidente Juscelino)",7,"82014","2014-08-29","2014-09-01","2018-12-31","225096.05","2018-06-12",1,"","34121.93","2018-05-31","2017-03-05 18:09:29.497266","2018-07-27 21:15:46.885613","-6.1035456","-35.7188463","","Agrovila São TomÉ","2014-09-01","","","-6.1035456","-35.7188463","Serra Caiada",""
1001279,"Creche Proinfância 2015 - bairro Caioaba",9,162,26025340,"Rua Urucaina","Vila São Teodoro                                                                                    ","5086/2013","2018-09-28",2,0,"2014-09-06",1,19,3,1,"1419046.56",1,"29138278000101","PREF MUN DE NOVA IGUACU","","","","2014-03-06","","","","","","397671.77","2018-05-31","2017-03-05 18:05:56.647097","2018-07-27 21:07:49.12112","-22.7302072","-43.4327384","","Creche Proinfância 2015   Bairro Caioaba","2014-03-06","","","-22.7302072","-43.4327384","Nova Iguaçu","Rua Urucania"
30841,"PAC 2 - CRECHE/PRÉ-ESCOLA  002",1,3676,12312420,"Rua Alexandre Herculano ","Jardim Santa Marina                                                                                 ","7853/2014","2019-01-30",2,77,"2018-09-01",1,19,3,1,"1298038.17",1,"46694139000183","PREF MUN DE JACAREI",1,"9","2017-06-28","2017-07-21","2018-09-01","1302126.53","2018-07-04",1,"","1038484.95","2018-05-31","2017-03-05 18:05:09.190362","2018-07-27 21:06:04.175165","-23.2957723","-45.9291389","","PAC 2   Creche/Pré-escola  002","2017-07-21","","","-23.2957723","-45.9291389","Jacareí","Rua Alexandre Herculano"
1010706,"Residencial Arco Iris",1,3051,12426020,"Rua Adilson Augusto Bassanelo Pereira","Residencial Arco-Íris                                                                               ","7748/2013","2019-08-20",2,42,"2018-12-16",1,18,3,1,"1979860.84",1,"45226214000119","PREF MUN DE PINDAMONHANGABA",1,"52015","2016-05-06","2016-05-13","2018-12-16","2277275.42","2018-06-28",1,"","772145.72","2018-05-31","2017-03-05 18:08:13.1756","2018-07-27 21:12:50.998971","-22.9541202","-45.5007637","","Residencial Arco Iris","2016-05-13","","","-22.9541202","-45.5007637","Pindamonhangaba","Rua Adilson Augusto Bassanelo Pereira"
1009368,"CMEI MARRECAS",1,412,85601510,"Rua Renascença","Marrecas                                                                                            ","8611/2014","2019-01-10",2,40,"2018-07-12",1,18,3,1,"1927667.97",1,"77816510000166","PREF MUN DE FRANCISCO BELTRAO",1,"2","2016-04-11","2016-04-11","2018-04-01","2062109.51","2018-07-12",1,"","616902.93","2018-05-31","2017-03-05 18:07:53.435058","2018-07-27 21:12:09.391064","-26.078122","-53.072914","","CMEI Marrecas","2016-04-11","","","-26.078122","-53.072914","Francisco Beltrão","Rua Renascença"
1079739,"Nova Escola Joaquim Tavares de Sá - Verdejante - PE",9,1182,56120000,"Rua Tereza Maria de Sá","Padre José Maria Padro","201801012/2018","",2,0,"",1,14,3,"","4022804.26",1,"11348570000193","PREF MUN DE VERDEJANTE","","","","","","","","","","","2018-05-31","2018-05-28 21:20:11.598812","2018-07-27 21:16:37.691271","-7.9887167","-39.0085346","","","","","","-7.9887167","-39.0085346","Verdejante",""
1017994,"ITAPARICA - Jatobá - PE",1,1207,56470000,"TRAVESSA RIO GRANDE","ITAPARICA","31325/2014","2018-08-29",2,71,"2018-12-31",1,11,3,1,"1019133.47",1,"1614878000180","PREF MUN DE JATOBA",7,"102014","2014-12-21","2014-12-31","2018-09-13","1017740.3","2018-06-26",1,"","723584.76","2018-05-31","2017-03-05 18:09:29.652261","2018-07-27 21:15:47.222973","-9.1737228","-38.2497831","","Itaparica","2014-12-31","","","-9.1737228","-38.2497831","Jatobá","Travessa Rio Grande"
1017995,"Nova Escola B",1,739,56760000,"Rua Projetada","Bairro São João                                                                                     ","31326/2014","2019-02-28",2,80,"2018-12-31",1,11,"",1,"1021727.33",1,"11358124000160","PREF MUN DE TUPARETAMA",7,"42014","2014-11-19","2014-12-17","2018-12-31","1019327.33","2018-07-18",1,"","817381.87","2018-05-31","2017-03-05 18:09:29.674138","2018-07-27 21:15:47.264322","-7.7551205","-37.1901616","","Nova Escola B","2014-12-17","","","-7.7551205","-37.1901616","Tuparetama",""
1017996,"Escola Nova do Renascer - Campo Maior - PI",1,2252,64280000,"Rua Raimundo Alvarenga","São Luis","31329/2014","2019-09-05",2,55,"2019-06-21",1,11,3,1,"1021956",1,"6716880000183","PREFEITURA MUNICIPAL DE CAMPO MAIOR",6,"","2014-09-15","2014-09-11","2018-07-28","1007037.39","2018-06-21",1,"","357684.6","2018-05-31","2017-03-05 18:09:29.693558","2018-07-27 21:15:47.307163","-4.9211349","-42.1177396","","Escola Nova do Renascer","2014-09-11","","","-4.9211349","-42.1177396","Campo Maior",""
1017780,"Escola de Proinfância e Educação Infantil do Bairro Campo Belo",1,4167,38794000,"Rua 2","Campo Belo II                                                                                       ","11172/2014","2018-09-27",2,37,"2018-12-31",1,19,3,1,"1201737.6",1,"1609780000134","PREF MUN DE VARJAO DE MINAS",7,"118","2015-11-09","2015-10-26","2018-06-30","1396352.84","2018-06-27",1,"","408589.62","2018-05-31","2017-03-05 18:09:27.567494","2018-07-27 21:15:43.209597","-18.3830402","-46.0365421","","Escola de Proinfância E Educação Infantil do Bairro Campo Belo","2015-10-26","","","-18.3830402","-46.0365421","Varjão de Minas","Rua Dois"
1017997,"ESCOLA DE ENSINO FUNDAMENTAL - Barra do Jacaré - PR",4,4694,86385000,"RUA DOS ESTUDANTES","Centro","31331/2014","2018-09-10",2,48,"2018-01-20",1,11,3,1,"1021344.23",1,"76407568000193","PREF MUN DE BARRA DO JACARE",7,"152016","2016-07-27","2016-07-27","2018-01-22","947000","2018-04-10",4,"Contrato Rescindido","459604.91","2018-03-31","2017-03-05 18:09:29.713323","2018-04-24 14:06:06.99648","-23.1027892","-50.1215169","","Escola de Ensino Fundamental","2016-07-27","","","-23.1027892","-50.1215169","Barra do Jacaré",""
1011820,"Escola Municipal Nova Esperança - Itinga do Maranhão - MA",1,1487,65939000,"Assentamento Nova Esperança","Nova Esperança                                                                                      ","18057/2014","2019-04-30",2,22,"2018-12-31",1,9,3,2,"244662.12",1,"1614537000104","PREF MUN DE ITINGA DO MARANHAO",7,"12014","2014-04-22","2014-04-07","2016-12-31","240011.46","2018-07-04",1,"","151690.51","2018-05-31","2017-03-05 18:08:21.311592","2018-07-27 21:13:08.382203","-4.5748073","-47.4882762","","Escola Municipal Nova Esperança","2014-04-07","",False,"-4.5748073","-47.4882762","Itinga do Maranhão",""
1018263,"Terreno no bairro Jardim Primavera",1,4248,89180000,"Rua Sete de Setembro","Jardim Primavera                                                                                    ","34470/2014","2018-11-30",2,35,"2018-12-31",1,19,"",1,"1249134.11",1,"83102715000182","PREF MUN DE RIO DO OESTE",7,"15832016","2016-06-16","2016-06-16","2018-12-31","1487911.99","2018-07-17",1,"","312283.53","2018-05-31","2017-03-05 18:09:33.403838","2018-07-27 21:15:55.314689","-27.1937749","-49.795877","","Terreno No Bairro Jardim Primavera","2016-06-16","","","-27.1937749","-49.795877","Rio do Oeste","Rua Sete de Setembro"
1013161,"UMA AREA DE TERRA NA ZONA URBANA DESTA CIDADE",1,2612,75620000,"RUA SÃO BENEDITO (ISRAEL C. DE AZEVEDO)","JARDIM FREI VALTER                                                                                  ","9090/2014","2018-10-30",2,16,"2018-03-28",1,18,3,1,"1891665.94",1,"1791276000106","PREF MUN DE PONTALINA",1,"32015","2015-12-30","2018-06-06","2019-06-06","1406476.2","2018-03-28","","","283749.89","2018-05-31","2017-03-05 18:08:33.461387","2018-07-27 21:13:39.270993","-17.5582645","-49.5687416","","Uma Area de Terra Na Zona Urbana Desta Cidade","2018-06-06","","","-17.5582645","-49.5687416","Pontalina",""
1013162,"CEIM Jardim Américo",1,237,37600000,"Av. Mons. Afonso Ligório da Rosa","Jardim Américo                                                                                      ","9091/2014","2019-02-27",2,19,"2018-09-30",1,19,3,1,"1201737.6",1,"18675975000185","PREF MUN DE CAMBUI",7,"42015","2016-01-14","2016-01-14","2018-12-01","1080828.71","2018-06-13",1,"","216312.77","2018-05-31","2017-03-05 18:08:33.479757","2018-07-27 21:13:39.32715","-22.6118831","-46.0577071","","CEIM Jardim Américo","2016-01-14","","","-22.6118831","-46.0577071","Cambuí","Rua Ângelo Bernardo Fácio"
1013178,"PAC 2 - CRECHE/PRÉ-ESCOLA  001",1,1348,44250000,"Rua A","centro                                                                                              ","9144/2014","2019-01-31",2,52,"2018-11-30",1,18,3,1,"1951071.95",1,"13883996000172","PREF MUN DE CORACAO DE MARIA",1,"","2016-05-31","2016-05-31","2018-11-30","1654605.12","2018-07-03",1,"","819398.44","2018-05-31","2017-03-05 18:08:33.57375","2018-07-27 21:13:39.61505","-12.2507127","-38.7504206","","PAC 2   Creche/Pré-escola  001","2016-05-31","","","-12.2507127","-38.7504206","Coração de Maria","Rua Florioberto Figueiredo"
1018012,"vila torre - Bocaiúva do Sul - PR",4,2484,83450000,"Rua vereador José torquato","Jardim Torre","31334/2014","2018-08-01",2,89,"2018-10-14",1,11,3,1,"1023743.65",1,"76105592000178","PREF MUN DE BOCAIUVA DO SUL",7,"72014","2014-09-09","2014-09-09","2017-07-09","839469.81","2018-07-09",4,"Descumprimento de Contrato","716620.55","2018-05-31","2017-03-05 18:09:29.750941","2018-07-27 21:15:47.387082","-25.2178596","-49.1077917","","Vila Torre","2014-09-09","","","-25.2178596","-49.1077917","Bocaiúva do Sul","Rua Vereador José Torquarto"
1013281,"BAIRRO COHAB",1,2620,63640000,"Rua projetada A","Bairro Cohab                                                                                        ","9232/2014","2018-10-10",2,53,"2018-10-16",1,18,3,1,"1868415.6",1,"7982028000110","PREF MUN DE INDEPENDENCIA",1,"2008115","2015-10-26","2015-10-27","2018-10-16","1851540.71","2018-06-18",1,"","952891.96","2018-05-31","2017-03-05 18:08:34.131058","2018-07-27 21:13:41.678613","-5.4799005","-40.390488","","Bairro Cohab","2015-10-27","","","-5.4799005","-40.390488","Independência",""
1013557,"Projeto de Assentamento e Reforma Agraria Angicos - Baraúna - RN",1,18,59695000,"PA de Angicos","Zona Rural                                                                                          ","40426/2014","2019-01-30",2,25,"2018-07-14",1,9,3,2,"239354.98",1,"8546103000163","PREFEITURA MUNICIPAL DE BARAUNA",1,"22015","2015-04-22","2015-04-24","2018-06-30","238756.6","2018-06-14",1,"","57445.2","2018-05-31","2017-03-05 18:08:34.98618","2018-07-27 21:13:43.773729","-5.0791634","-37.6174094","","Projeto de Assentamento E Reforma Agraria Angicos","2015-04-24","","","-5.0791634","-37.6174094","Baraúna","Rua Horto Florestal"
1013581,"DISTRITO DO 5º BEC - Machadinho D Oeste - RO",1,2500,76868000,"Rua Projetada, Quadra 59, Lote 02","Centro                                                                                              ","32158/2014","2018-12-31",2,93,"2018-07-20",1,11,3,2,"1021946.69",1,"22855142000173","PREF MUN DE MACHADINHO DOESTE",1,"1","2015-09-18","2015-09-30","2018-07-20","1016217.46","2018-06-28",1,"","929971.48","2018-05-31","2017-03-05 18:08:35.343589","2018-07-27 21:13:44.601975","-9.2306221","-61.8877321","","Distrito do 5º Bec","2015-09-30","","","-9.2306221","-61.8877321","Machadinho d'Oeste",""
1013635,"Comunidade do Gregóreo - Tarauacá - AC",1,1065,69970000,"BR 364 Km 85 Km sentido Tarauacá/Cruzeiro do Sul","Zona Rural                                                                                          ","29915/2014","2018-09-28",2,56,"2018-07-28",1,11,3,2,"1021955.21",1,"34693564000179","PREF MUN DE TARAUACA",7,"14","2014-06-30","2014-06-30","2018-06-28","1016845.43","2018-07-04",1,"","408782.08","2018-05-31","2017-03-05 18:08:35.807188","2018-07-27 21:13:45.797405","-8.2132323","-71.3824374","","Comunidade do Gregóreo","2014-06-30","","","-8.2132323","-71.3824374","Tarauacá",""
1009386,"EMEB SANTA RITA DE CASSIA - Bom Jardim - MA",3,2181,65380000,"Povoado Vila do Aeroporto","Centro                                                                                              ","22454/2014","2016-09-30",1,12,"2015-02-03",1,10,3,2,"942421.17",1,"6229975000172","PREF MUN DE BOM JARDIM",1,"10","2014-05-07","2014-05-09","2015-02-03","937031.8","2016-12-30",4,"Medidas Administrativas do Estado/Município","188484.23","2018-05-31","2017-03-05 18:07:53.609569","2018-07-27 21:12:09.879102","-3.7876441","-46.3624686","","Emeb Santa Rita de Cassia","2014-05-09","","","-3.7876441","-46.3624686","Bom Jardim",""
1009632,"066 CEI setor 3004 - São Paulo - SP",9,2301,4858120,"Rua Constelação de Andrômeda","Jardim Campinas                                                                                     ","11571/2014","2018-10-06",2,0,"",1,5,3,1,"1288784",1,"46395000000139","PREFEITURA MUNICIPAL DE SAO PAULO","","","","","","","","","","","2018-05-31","2017-03-05 18:07:57.764233","2018-07-27 21:12:19.913413","-23.7707265","-46.7093818","","","","",True,"-23.7707265","-46.7093818","São Paulo","Rua Constelação de Andrômeda"
1014051,"Barra do Joazeiro - Itueta - MG",4,3253,35222000,"Zona Rural Rua Henrique Neitzel","Zona Rural Joazeiro                                                                                 ","29719/2014","2018-11-27",2,87,"2018-07-04",1,10,3,2,"930967.6",1,"18413179000174","PREF MUN DE ITUETA",7,"","2014-06-30","2014-06-30","2018-04-03","930967","2018-07-04",4,"Contrato Rescindido","791322.46","2018-05-31","2017-03-05 18:08:39.300026","2018-07-27 21:13:53.757695","-19.3438755","-41.0350872","","Barra do Joazeiro","2014-06-30","","","-19.3438755","-41.0350872","Itueta",""
1014082,"Escola Municipal  P.A Brasipaiva - Santa Cruz do Xingu - MT",1,4251,78664000,"Assentamento Brasipaiva","Zona Rural                                                                                          ","29773/2014","2018-09-01",2,15,"2018-12-31",1,9,3,2,"241721.94",1,"4178518000170","PREF MUN DE SANTA CRUZ DO XINGU",7,"23","2017-01-23","2017-03-30","2018-09-28","208663.9","2018-05-17",1,"","48344.39","2018-05-31","2017-03-05 18:08:39.861316","2018-07-27 21:13:55.066643","-10.077701","-52.5318604","","Escola Municipal  P.A Brasipaiva","2017-03-30","","","-10.077701","-52.5318604","Santa Cruz do Xingu",""
1018025,"SÃO CRISTOVÃO",1,1587,99840000,"RUA JULIO DE CASTILHOS","SÃO CRISTOVÃO                                                                                       ","34128/2014","2019-03-30",2,15,"2019-12-22",1,14,"",1,"3528677.27",1,"87613543000162","PREF MUN DE SANANDUVA",1,"1","2017-06-19","2017-06-20","2018-06-20","3209974.5","2018-06-22",1,"","529301.24","2018-05-31","2017-03-05 18:09:29.939986","2018-07-27 21:15:47.756833","-27.9568263","-51.798388","","São Cristovão","2017-06-20","","","-27.9568263","-51.798388","Sananduva","Avenida Júlio de Castilhos"
1018028,"Contrução de escola FNDE",1,2931,98895000,"AVENIDA F","CENTRO                                                                                              ","31351/2014","2019-05-30",2,46,"2018-09-12",1,11,"",1,"1021583.57",1,"1611536000106","MUNICÍPIO DE SENADOR SALGADO FILHO",7,"1","2018-02-23","2018-03-05","2018-10-31","746973.66","2018-06-26",1,"","459735.3","2018-05-31","2017-03-05 18:09:29.959788","2018-07-27 21:15:47.802258","-28.0275707","-54.544468","","Contrução de Escola Fnde","2018-03-05","","","-28.0275707","-54.544468","Senador Salgado Filho","Rua Primeiro de Maio"
1009402,"E.M. POVOADO PORTO DO SIBIL - Formosa da Serra Negra - MA",1,2941,65943000,"RUA PRINCIPAL DO POVOADO","RURAL                                                                                               ","22538/2014","2018-11-30",2,77,"2018-08-25",1,11,3,2,"1021160.96",1,"1616684000113","PREF MUN DE FORMOSA DA SERRA NEGRA",7,"102017","2017-08-23","2018-02-26","2018-08-25","377000","2018-06-27",1,"","643331.41","2018-05-31","2017-03-05 18:07:53.922745","2018-07-27 21:12:10.787099","-6.4755774","-46.2857516","","E.M. Povoado Porto do Sibil","2018-02-26","","","-6.4755774","-46.2857516","Formosa da Serra Negra",""
1014183,"São Luis",1,523,96610000,"ESTRADA DE ACESSO ASSENTAMENTO FARROUPILHA","Zona Rural                                                                                          ","32188/2014","2019-01-31",2,11,"2018-07-17",1,10,"",2,"934404.42",1,"89363642000169","PREF MUN DE ENCRUZILHADA DO SUL",1,"62015","2015-12-11","2015-12-14","2018-12-06","1019344.42","2018-07-17",1,"","93440.44","2018-05-31","2017-03-05 18:08:41.314264","2018-07-27 21:13:58.389122","-30.5454936","-52.5257016","","São Luis","2015-12-14","","","-30.5454936","-52.5257016","Encruzilhada do Sul","Avenida Coronel Honório Carvalho"
1017905,"PAC 2 - CRECHE/PRÉ-ESCOLA  023 - Curitiba - PR",1,900,81590040,"Rua Waldomiro Daldigan","Uberaba                                                                                             ","11117/2014","2019-03-30",2,39,"2018-10-31",1,5,3,1,"853580.8",1,"76417005000186","PREF MUN DE CURITIBA",6,"","2014-12-29","2014-12-30","2018-06-28","1904698.16","2018-07-03",1,"","170724.47","2018-05-31","2017-03-05 18:09:29.117713","2018-07-27 21:15:46.156039","-25.4857729","-49.1945771","","União Ferroviária","2014-12-30","",True,"-25.4857729","-49.1945771","Curitiba","Rua Waldomiro Daldigan"
1014186,"Escola de Educação Infantil Chico Mendes. - Hulha Negra - RS",3,3666,96460000,"Assentamento Santa Elmira","Zona Rural                                                                                          ","32195/2014","2018-03-31",1,12,"2016-07-26",1,8,3,2,"115246.78",1,"94702784000143","PREFEITURA MUNICIPAL DE HULHA NEGRA",7,"2776","2015-01-19","2015-01-20","2015-05-20","126757.36","2016-07-26",1,"","23049.36","2018-05-31","2017-03-05 18:08:41.369163","2018-07-27 21:13:58.514817","-31.4017751","-53.8671868","","Escola de Educação Infantil Chico Mendes.","2015-01-20","","","-31.4017751","-53.8671868","Hulha Negra",""
1079724,"ESCOLA BAIRRO AEROPORTO - Bom Jesus - PI",9,3136,64900000,"RUA PROJETADA","AEROPORTO","201801013/2018","",2,0,"",1,14,3,"","3748266.92",1,"6554356000153","PREF MUN DE BOM JESUS","","","","","","","","","","","2018-05-31","2018-05-28 21:20:16.687027","2018-07-27 21:16:37.650638","-9.0776013","-44.3627511","","","","","","-9.0776013","-44.3627511","Bom Jesus","Rua Castro Alves"
1014536,"ESCOLA INFANTIL - BAIRRO SANTA LUZIA ",1,1624,69230000,"RUA RUI ALBUQUERQUE","SANTA LUZIA                                                                                         ","10045/2014","2018-11-22",2,42,"2018-10-24",1,18,3,1,"1961808.27",1,"4477600000104","PREFEITURA MUNICIPAL DE NOVA OLINDA DO NORTE",1,"2","2016-01-20","2016-02-12","2018-07-17","1957653.88","2018-07-01",1,"","529702.3","2018-05-31","2017-03-05 18:08:42.685469","2018-07-27 21:14:03.355575","-3.8936911","-59.0971308","","Escola Infantil   Bairro Santa Luzia","2016-02-12","","","-3.8936911","-59.0971308","Nova Olinda do Norte","Rua Rui Albuquerque"
1014623,"PAC 2 - CRECHE/PRÉ-ESCOLA  001",1,3064,18401250,"Rua Analzídio Gomes Sobrinho","Parque Vista Alegre                                                                                 ","10035/2014","2018-12-31",2,0,"2018-12-05",1,18,3,1,"1979860.84",1,"46634358000177","PREF MUN DE ITAPEVA",1,"32016","2016-03-14","2016-04-08","2018-03-29","1627472.24","2018-07-10",1,"","296979.13","2018-05-31","2017-03-05 18:08:44.340208","2018-07-27 21:14:07.122185","-23.970948","-48.8726702","","PAC 2   Creche/Pré-escola  001","2016-04-08","","","-23.970948","-48.8726702","Itapeva","Rua Osório Ferreira Gomes"
1014606,"Construção de Escola de Educação Infantil Tipo 2 - Convencional",1,2275,97645000,"Rua Altivo Nunes, Esquina Ottoni Tarragó Bastos","Centro                                                                                              ","9829/2014","2019-01-11",2,58,"2018-06-28",1,19,3,1,"1196771.39",1,"1610568000197","PREF MUN DE MACAMBARA",7,"5","2016-01-21","2016-01-22","2019-01-11","1438419.07","2018-06-28",1,"","634288.84","2018-05-31","2017-03-05 18:08:43.961419","2018-07-27 21:14:06.391181","-29.1469659","-56.0684724","","Construção de Escola de Educação Infantil Tipo 2   Convencional","2016-01-22","","","-29.1469659","-56.0684724","Maçambara","Rua Altivo Nunes"
1018052,"Chácara São Benedito- GONZAGA ",9,582,18285000,"Rua Roni Augusto de Camargo"," Nova Cesário Lange                                                                                 ","31367/2014","2018-11-20",2,0,"",1,10,"",1,"718586.41",1,"46634572000123","PREFEITURA MUNICIPAL DE CESARIO LANGE","","","","","","","","","","","2016-07-31","2017-03-05 18:09:30.429135","2018-04-24 14:16:03.237394","-23.2262827","-47.9020367","","Chácara São Benedito  Gonzaga","","","","-23.2262827","-47.9020367","Cesário Lange",""
1079909,"CMEI Castelinho - Vargem Alta - ES",6,3929,29295000,"Rodovia ES 164 - Geraldo Sartório","Centro","201801101/2018","",2,0,"",1,19,3,"","1544603.31",1,"31723570000133","PREF MUN DE VARGEM ALTA","","","","","","","","","","","2018-05-31","2018-05-28 21:20:24.216884","2018-07-27 21:16:37.885837","-20.4459866","-41.0225386","","","","","","-20.4459866","-41.0225386","Domingos Martins","Rodovia Geraldo Sartório"
1018063,"Genezaré - Assaré - CE",1,1154,63140000,"Genezaré","Genezaré","32027/2014","2018-12-28",2,90,"2018-06-26",1,11,3,2,"1021954.48",1,"7587983000153","PREF MUN DE ASSARE",7,"111001","2014-09-01","2014-09-04","2018-10-11","1016769.62","2018-06-25",1,"","899319.93","2018-05-31","2017-03-05 18:09:30.632774","2018-07-27 21:15:49.667534","-6.9078999","-40.0352257","","Genezaré","2014-09-04","","","-6.9078999","-40.0352257","Assaré","Rua São Francisco"
1003141,"Área Institucional - Alto Taquari - MT",1,644,78785000,"Rua Delfino Batista esq. c/ av. Sarkis Samara e eq. c/ rua Juscelino K. de Oliveira","Bairro Parque Taquari                                                                               ","23382/2014","2018-12-31",2,60,"2018-12-30",1,11,3,1,"1021956.01",1,"1362680000156","PREFEITURA  MUN  DE  ALTO  TAQUARI",7,"92014","2014-09-03","2014-09-04","2018-12-31","1089832.89","2018-07-12",1,"","582514.92","2018-05-31","2017-03-05 18:06:20.312585","2018-07-27 21:08:39.300193","-17.8406405","-53.2761882","","Área Institucional","2014-09-04","","","-17.8406405","-53.2761882","Alto Taquari","Rua Juscelino K de Oliveira"
1079681,"Creche Municipal - Tanhaçu - BA",1,1252,46600000,"Avenia 1, Loteamento Portal da Cidade, Quadra 36, Lote 07","Jurema","201801007/2018","",2,0,"2019-03-13",1,18,3,"","2315329.86",1,"13676309000148","PREF MUN DE TANHACU",1,"1","2018-06-14","2018-06-13","2019-04-13","2310134.61","","","","","2018-05-31","2018-05-28 21:20:27.412718","2018-07-27 21:16:37.088051","-14.1194374","-41.1602597","","","2018-06-13","","","-14.1194374","-41.1602597","Tanhaçu",""
1015237,"E.M. Povoado Ilha da Pindoba - Arari - MA",1,1501,65480000,"Rua Principal","Rural                                                                                               ","30029/2014","2018-11-30",2,88,"2018-11-30",1,8,3,2,"133203.13",1,"6242846000114","PREF MUN DE ARARI",7,"102017","2017-08-30","2017-09-11","2018-09-06","96405.55","2018-07-10",1,"","66601.57","2018-05-31","2017-03-05 18:08:51.80491","2018-07-27 21:14:25.088844","-3.5098478","-44.7381432","","E.M. Povoado Ilha da Pindoba","2017-09-11","","","-3.5098478","-44.7381432","Arari",""
1006253,"POVOADO LOPES - Mombaça - CE",1,1601,63610000,"RUA PRINCIPAL DO POVOADO","RURAL                                                                                               ","16974/2014","2018-09-30",2,95,"2018-08-31",1,11,3,2,"1022226.14",1,"7736390000101","PREF MUN DE MOMBACA",1,"32014","2014-09-19","2014-09-25","2018-09-10","1977803.7","2018-06-13",1,"","920003.53","2018-05-31","2017-03-05 18:06:59.747085","2018-07-27 21:10:07.687181","-5.8002425","-39.734338","","Povoado Lopes","2014-09-25","","","-5.8002425","-39.734338","Mombaça",""
1018072,"EMEF BOA ESPERANÇA - Anapu - PA",1,3407,68365000,"VICINAL 0","ZONA RURAL","32129/2014","2018-12-30",2,64,"2018-07-04",1,8,3,2,"133002.18",1,"1613194000163","PREF MUN DE ANAPU",1,"1201502","2015-10-29","2015-10-29","2018-10-12","132495.38","2018-07-04",1,"","73151.2","2018-05-31","2017-03-05 18:09:30.803245","2018-07-27 21:15:50.088942","-3.6348486","-51.4309582","","Emef Boa Esperança","2015-10-29","","","-3.6348486","-51.4309582","Anapu",""
